text,y
아무리 지 돈 아니라지만 정말 돈 쓸줄 모른다. 살림살이를 잘해야 하는디 걱정이네. 빚은 쌓여만 가고. 내 돈이 아니니까~~~,0
알베 자기가 이탈리아에서 흔한얼굴이라고 잘생긴지도 몰랐다고함 이탈리아흔남 얼굴수준 칭찬함,0
미국이 그럴걸 예상 못했다는게 더 놀라운데..ㅋ 일본이 잃어버린 몇십년 시작된 것도 잘 나갈때 건방 떨다가 미국한테 아웃된 거고 지금 이란 꼴을 봐도 누구나 알만한데 말이지..게다가 전세계에 민폐를 끼치고 다니다 아주 올해 잭팟을 터뜨렸는데 누가 중국편을 들겠어ㅋ,0
어벤져스3이 마지막인거네요...슬프고슬프도다...ㅜㅠ고인의 명복을 빕니다.,0
여기도 배아픈사람많네 지들은 할줄도모르면서 무조건 까고보네,0
나도 14살 둘째되서 저 감정 알짛ㅎㅎㅎ내가 엄마 한테 하고 싶은말 예빈이가 대신 해줘고마워ㅎㅎ,0
근데 궁금한데 이혼하면 시부모나 장인장모랑 어떻게 되냐? 길에서 만나면 어떻게? 되게 궁금하네. 관계가 달라졌으니 서로 뭐라고 호칭할지 어떻게 대할지 궁금해.,0
그나마 이미지 비슷한 사람이 황수정.,0
남친보다 재미없나 시쳥률이 7%대 주말편성까지 좋은데 얘네는 남친 머리채 안잡으면 안되던데 아직까지 결과는 남친이군,0
결혼 잘 해서 행복한듯 보기가 좋내요.,0
영화보고 난 후 : 아 한번 더 봐야겠다.해석 영상을 본 후 : 다른 영상을 찾아봐야겠다.,0
어우 캡쳐만 봐도 재미없냐 어떻게,0
완전 무섭다 이정부 아직두 지지자들 많은게 신기함,0
이근대위 포스있네 먼저 거수하고 얼음물에 머리끝까지 입수한 이승기 정말 멋지다 찐리더,0
지드래곤하구 너무 닮음 ㅋㅋㅋ,0
부러우면지는건데 부러우네요 멋져요!,0
텍 기업 직원들은 대부분 지구에 인간들이 너무 많다고 보는 진보거든. 애 낳았다고 혜택받는걸 당연히 탐탁치 않게 생각하지.,0
그래도 난 믿어볼란다,0
그러던 독일은 4년 뒤 한국에게 패하고 조 4위로 마감하게 됩니다.,0
한지민 엄마가 유일하게 차서방을 기억하고 있는데 치매 환자로 취급하다니..엄마에게도 비밀이 있다,0
앞으로 이 아나는특별히 sns금지나 조심해야할듯.,0
작가님 보고 계시죠???이게 여론입니다...이 여론 반영해주세요,0
멋있다 사람이 연애하면서 사는거지누구랑 헤어지고 누구랑 사귀는게 무슨잘못인가?잘생겼고 인성좋고 자기관리잘하는 뮤지션인건 변함없음 오랜만에 티비에 나온거보니 너무 좋았음,0
특별수사본부 차려라,0
유천이랑 연락하죠?,0
어찌보면 세상 그 누구보다 행복하게 지내는듯,0
왜 없나요? 난 김수민아나운서 더 좋이ㅣ졌는데...할말하는 연예인 공인 사람들이 좋아요~~,0
남자들의 로망 신수지... 너마저,0
이쁘니까 이해해라,0
취지가 정말 좋지만 그래도 피해자가 생긴만큼 디지털 교도소가 안 열렸으면 좋겠습니다. 제2의 고대생 피해자분이 나올 수도 있다고 생각합니다.,0
고급스럽고 고집도 있어보이고 똑부러져보임,0
차라리 전국민 독감주사나 맞춰라 코로나 때문에 지원하는거면 그게 더 명분이있어보인다 진짜 뭐하자는 거냐? 마스크에 이어 독감주사백신으로 또 줄세우게 그냥 느그들은 변방에서 데모나 가끔해라 그게 애국하는 길이다,0
이쁜 부부 ♥,0
딸없는 엄마가 불쌍한게 아니고~능력없는 부모가 둘셋 낳아서 기르는게 더불쌍하다.,0
볼거다봐서 골든슬럼버나오기전에 이거봐야대나 고민햇는데 잼나나?,0
다 한때다 .. 냅둬라 지멋이라는데...10때 유행옷 20대때 다시입으라하면 못입듯히 나이가점점 차고 삼십줄되면 다 알아서 멈출거다냅둬라,0
자기가 로다주 인줄 아는..,0
아름다운세영손에 물무치고 살게해줄게컴온 ㅋ,0
자기들끼리 행복하면 되는거 아니냐? 행복이나 빌어줘라,0
댓글 잘 안쓰는데 너무 황당한 일..원수연 작가님 말이 너무 옳고 기안84님 기죽지 않고 당당하게 만화 그리시고 힘내셨으면 합니다.,0
육성재가아닌게 어디냐ㅠㅠ 이창섭은 노상관 ㅋ,0
장승조랑 밀어주셍,0
클라라는 사랑입니다❤❤❤❤,0
손담비는 기안급 치트키다,0
힘내세용 ^^ 항상 응원합니닷 ^^ !,0
광규형님 성국이형팬입니다 꼭좀 전해주세요,0
너무 재밌어 색감도 좋고 연기도 찰지고,0
뭐이리 꼬인사람들이 많아ㅡㅡ 사고친거도 아니고 아픈사람한테 그러고 싶은지..기자도 그만하소이제,0
자전차왕 엄복동이다!!!,0
왜 윤지성뜨는거야 나 진짜 맨날 투표했는데ㅠㅠ 팬 많은게 진짜,0
하아...저 아이 엄마는 이제 후회로 매일을 울겠지..ㅜ 들어와 있게 할걸이라고..자기 잘못도 아닌데... 음주운전을 도대체 왜 하는겁니까..ㅡㅡ^ 아이의 명복을 빌어요ㅜ,0
심지어 이쁘지도않음,0
설아 진우 재결합해두세요 태랑이랑은 안어울림 ㅋㅋ,0
홍진영은 진리다,0
참 예쁜 배우. 연기 잘하는 배우.,0
엄연히 따지면 승리는 돈벌자고 범죄를 묵인한거고 얘는 지가 재미로 저지른거지,0
아들이 뭔잘못이여....마이크로닷은 잘못이 없습니다,0
재미 있습니까 ?,0
팬클럽에서 지금이라도 작은 결혼식 올려드리면 좋겠네,0
소희 패션센스 봐라.. 예전부터 유명하긴했지만 진짜 피지컬만큼이나 옷 깔끔하게 잘 입는듯,0
레알 이것이 국정농단이네.,0
아주 좋은 매니저로 크게 성장할것이구먼,0
무례한 사람은 피하세요. 웃으며 대하면서 뒤돌아서서 상처받지 마세요. 좋게 넘아갈 필요도 없고 멀리하세요. 그런 사람 누구도 싫어해요,0
제발 제발 2차도 통과하길 빌어요 ㅠ,0
미코 되고나서 몇년뒤 백화점서 본 적 있는데 키가 163인 나만했던걸로 기억. 내키가 미코 진 될만한 키는 아닌데...이쁘긴 이뻤음.,0
이쁘게 잘살고 있고만 먼 생트집이야순산하세요,0
팬은 아니지만. 얼마나 외로웠음 사기꾼인줄 다 아는 사람한테 속았을까 안쓰러워요. 그래도 본인 재능 맘껏 펼치고 다시 일어서려는 모습 보기좋아요. 정말 좋은사람 만나서 좋은가정 이루세요!,0
엄마.아빠가 잘 웃으니 하은이도 밝은 웃음이 예쁘네요^^,0
그만큼 탁제훈을 신뢰할수 있는 매력적인 사람으로 본거겠지,0
색깔도 그렇고 모양도 그렇고 모과아님?,0
김재중 존잘이더라 ㄷ ㄷ,0
딘딘해서 좋아 넘 좋아 딘딘해,0
무도에 네 자리는 없다 넘보지마라,0
SNS올리는 건 문제 아닌데 이걸 기사로 만들어진다는 게 문제 아닐까?ㅋㅋ,0
서먹한데 같이 어떻게 일해 다른연예인하고 해라,0
최자가 인성이 안좋은거같아요 여자를좀이용?연애하면 여자가상처받을타입?좀나쁜남자이미지같아보여요,0
황정에서 차화연이랑 이상우 연기가 제일 볼만했다,0
노라조 화이팅,0
코로나로 고통받고있는 국민들이 감동이나 할줄 알았는가 쇼도 빈번하게 하면 재미가없는법 방역실패한 주인과 청장은 공동책임을 져야한다,0
여기서도 전남친 죽일려는 댓글많네여러분들이 지금하고 있는 행위가 자살종용입니다,0
저런관상이 노래잘하드라 잘컸넹,0
10+8 진짜 이승기랑 비교된다,0
강다니엘은 좀 ..,0
애가 어떻든 해도이쁘고 안해도 이쁜건 사실.,0
승리랑 1도 상관없는데 놀랬네 ㅡ.ㅡ^^^,0
이필모 좋겠다 서수연 같은 미모의 재원과 결혼하니...,0
79년생 하하 아직도 초딩캐릭터 아냐? 김종민도 그렇고 어른 이미지로 가는거 별로 안좋아할텐데,0
유재석도 한물간듯 마지막으로 흥행은 고사하고 화제라도 됐던 프로그램이 뭔지 기억도 안난다,0
간만에 좀 재밌었다 전회장의 빈자리가 아쉽다 전회장 있을땐 의자앉아서 토크만해도 재밌었는데,0
놀고 있네..,0
보기싫은사람은 안보면된다 사실 영화고 드라마고 흔한소재 아닌가요? 왜 만화만 안된다는건지 이해가안되네요 왠지 마녀사냥 하는듯보여서 저도 여자지만 이건좀 억지스러워 보이네요,0
에고 김진아씨가 아깝당,0
17년도 아니고 27년이면 진짜 너무했다 이것이 사랑만으로 가능할수 있는지 도저히 납득이 가질 않는다,0
진짜 소소하게 재밌음 틀어놓기만 해도 힐링되는 프로그램✨,0
외향적인것으로 평가하는 요즘 사람들에 주는 교훈같은 스토리,0
헐 완전 애기같으시다,0
기대를 많이 하고 봐서 그런지 아쉬움이 남긴했지만재밌있었음,0
애 아직어러서 많이 자는데잘 때 밥 먹으면 되지,0
나라에서 70-90% 환수한다는데 부동산 1도 모르는 나같은 사람도 누가 저걸할까하는 생각이 드는데 조합원들이 하겠냐,0
요즘 유튜브에 들어가면 온통 사과영상 뿐이네요. 대부분의 사람들이 유료광고를 표기하지 않아서 이런일이 일어났다니 이번일을 계기로 광고표기에 관한 논란이 더이상 안나오도록.,0
크림파스타 바로 가능이쥬??꾸덕하니 너무 맛있쥬~~먹고 싶네요👍🏻,0
문식이는 엄마를 뺏기는게 두려운거아닐까요..버려질까봐 무서운거구요..사랑이 고픈 어린아이같아요..친아들이었다면 저러지않았겠지요..친부모도 자길 버렸는데 새엄마가 날 언제 내칠까하는 두려움이 컷을듯해요..,0
박지민 브라보,0
존예고만 어디가 안예뻐;;;,0
두분 어울리네요,0
요란한 잔치집에 갔더니..,0
가볍고 부담없이 즐길 수 있는 영화입니다,0
"응애 응애 엄마 저 맘에 안들죠? ........아들 ?? "" 너 내가 우스워 보이니? ""	0",0
알콩달콩 예쁜 아아커플^^,0
그냥 계속하지ㅠㅠ,0
남녀 미모 ㄷ ㄷ,0
성훈님 힘내세요이제 꽃길만 걷자요,0
이렇게 노래 잘할줄이야~~ 다시 보임,0
여배우가 멋지다 스토리는 대충은 이해하지만 세세한 이해가 어려움,0
정말 보기가 힘들 정도로 짜증나는 프로. 재미를 위해 한국 이미지를 이렇게 망쳐야하나.,0
세월이 많이 흘렀네요ㅜㅜ 편안히 잠드세요~,0
jyp 구내식당 진짜 모든회사들중에서 갑이더라,0
신동엽이 일케 연기를 잘하다니,0
노력마니 하네. 언니 존경합니다. 물론 부모님 재력이 뒷받침되었겠지만. 그래도 유학가서 공부안하고 노는애들진짜 많은데,0
시골어르신말씀 사대강사업이후가뭄 홍수걱정이없다,0
조승우 개쌘거 알고있었지만 이영상보니 진짜 남자들사이에서도 서열 최상위일듯,0
인간......은 안변한다. 왕진진 봐라.....사람 안되는거;;;,0
잘 관리해준다면 상당히 괜찮은 아이디어라고 생각했지만 자기일도 아니고 공무원들 대려다 시키는 일이라 별수가 없긴 하네요.. 저거 잘팔린다고 성과급 떨어지는 시스템도 아닐거고 동기부여가 안될테니까,0
누가 개발하든 빨리 안심하고 사는 세상 오길~~,0
예쁜 두 유전자가 아까워용 예쁜 2세가 빨리 찾아오길~~~~~,0
기안은 왜 유지? 눈치참없고 ㅋ,0
언론통제. 과거에는 신문 요즘은 유튜브,0
아내이야기 하는건 아내도 미스코리아 출신이라는 말인가?,0
아빠랑 너무 닮았네요.ㅋ,0
조재현씨 응원합니다!!,0
누구냐 넌!!!! (올드보이 생각나네),0
근데 왜 영상은 우리한테 화를 내는거냐? ㅋㅋ,0
원작 내용에 충실한게 좋았구 실사영화로 구현해내지 못할꺼 애니가 신의한수!! 시즌2 나올 각,0
"토니스타크 평소 ""아이엠그루트""라는 유행어를 부러워했다는게 학계의 정설	1",0
컨셉 희한하게잡았네 종진이..,0
신인이 긴장한상태에서 실수를해도 끝까지 침착하게 부른걸 칭찬해야하는거 아닌가? 왜이렇게 사람 못잡아먹어 안달인지,0
이제 송중기 드라마 영화 못보겠다~,0
이번에도 잘 안될것같음...,0
세상 이쁜 한지민... 천사가 인간계에 내려와서 노는중....,0
왜 갑자기 미이라가 생각나지?,0
맨날 '기대이상' 이러면서 최종실적은 개판 ㅋㅋ,0
ㅋㅋㅋ복면가왕 레전드 여자가왕은 소향이지,0
박나래 너무 나온다 채널 돌리기만 하면 박나래 지겹다 진짜,0
이러다 또 터지면 바로 3단계로 넘어간다.. 한심하다. 처음부터 강력하게 해서 단기간에 끝내야했는데.....ㅉㅉ,0
울 아들 기침해서 휴가 연장해야겠네 ~~카톡이나 전화로하면 되지요~~,0
뭐리ㅣ 이커플 별루,0
이게 재밌음..?가슴에 손을얹고 이게재미있다고..? 크리스토퍼 놀란은 양자역학 이야기하고싶으면 유튜브에 강의올려라 영화로 만들지 말고 테넷은 이해가 어려운게 아니고 재미가 없는거다,0
내마음의 4대보컬 박정현 린 백지영....윤미래~,0
인생을 더럽게 살면 이렇게 빛볼 타이밍에 발목을잡히지. 잡음이 끊임없더니.. 청소년들아 미래에 모든게 다 되돌아온다 착하게살자,0
세월호 아이들도 생각해주세요,0
참 말 맛깔나게 잘한당,0
연출은 뛰어나지만 영화에서 인버전을 중복해서 설정하는부분은 조금 난잡했다. 결말을 보면 아~그때 그래서 그랬구나라고 이해는 할수있지만 그런게 너무많다 ㅋㅋ,0
상대가 보검이라니 ;;;;;; 고사 안하는게 더 이상 둘이 연인으로 말도 안됨,0
로또사러갔다가 인생 로또 맞았네요 장동윤배우 앞으로 응원합니다♥,0
이쁘면 용서됨~사랑해~,0
그가수 그팬 김호중 팬들 대단 하시네요 끝없는 선한 영향역 국민들 본보기 될듯,0
이던 현아 눈에서 꽃이 보이긴 햇는데 역시 ㅎㅎ 그리고 신동욱은 병 때문에 한의사를 만나네 ㅎㅎ,0
큰액수도 아니고 갚았는데 방송 첨부터 이야기 하던가 뜨고나니 터치는건 뭐야 ~~~참 언론이 무서워 사람 인생 보내는거 순식간이야,0
김보라 얘는 이때까지 맡은 배역들보면 전부다 우울하고 비극적인 역할뿐이드라~~,0
희한해요 진짜..볼때는 별로 먹고싶진 않았는데 며칠동안 계속계속 생각남 ㅠㅠ 결국 잘 먹지도 않는 곱창 먹으러가고 미쳤다고 밤 열시에 김부각 만들고있는 나를발견함..화사 대단혀~,0
아웃이란걸 저선수도 알고 있었습니다. 다시 배트 줍기 귀찮았겠죠? ㅋㅋ,0
김호중 과 그 팬들을 응원합니다!역시 새상은 아직 아름다운사람들이 더 많다고 믿네요.,0
박한별이 잘못 한것도 아닌데 왜 이렇게 욕하는거야?,0
산이 뭐야 저 동영상 피해자 동의 없이 유포하면 안되는데,0
부디 그곳에선 편히 영면하시길...,0
근데... 세금이 왜 더 나오지?ㅋㅋ 가족단위 합산 과세도 아니고..... 오히려 결혼 하면 혜택이 더 잇는데...ㅋㅋㅋ,0
매번 논란과 해명의 반복이라......,0
이유가무엇이든간에 어잿거나 저애가노력한결과라생각함넘마극성이든모든간에 몰해도안되는애가잇고 되는애가잇듯이...쟈도 본인노력도큰듯. 박수보냅니다 정우,0
아버지 잠복경찰일듯,0
이번 사태에서 쯔양만 불쌍한 거 같음.. 나머지 유튜버들은 저럴 줄 알았음.,0
김주원을 뛰어넘는 현빈의연기 유진우로 기억될거같으네 ㅎㅎ,0
가능합니다 전화하세요 그리고 차후 행정서류 잊지마시고 장관 말,0
가세연에서 김태호 pd 재산 털고 있는데 해명좀 하시오. mbc월급으로 어떻게 40억 넘는걸 분양 받냐고 가세연이 분석하는데 왜 반응이 없는지??,0
솔약국 다모인건 정말 대박이다,0
딸들이 다 이쁘네,0
38세48세로 잘못적은거아닌가ㅋㅋ할정도로 동안이네요~~~,0
발연기로 대박 드라마에 낀 인간도 있는데 괜찮아 이정도면~ 재밌게 봤어요 아기 보느라고 드문드문 봤지만 작정하고 까는 사람들 신경쓰지말고 열심히^^ 참! 댓글볼 시간도 없겠구나 ㅎㅎ,0
우리 지민이 출연시켜줘. 밀정 배신자 역활로 친해졌구낭,0
전에도 빼서 다이어트약 홍보했던적 있었는데 일부러 찌우고 빼기 반복하는듯,0
tvn은 진짜 또 걸리냐 ㅋㅋㅋ 불쌍하다..,0
하이에크 : 스테그플레이션 들어봤니? 스테이크가 아니다 리슨업ㅋㅋ 가사 미칰ㅋㅋㄱㅋㅋ,0
마취크림 바르는데...수면마취까지는 필요없어요,0
이다해 왜케 웃기냐ㅋㅋ,0
남규리 아이린너무닮았다 이제보니 자매같다 너무 사랑스럽다,0
정말 예뻣는데....10대 최고였슴..지금도 예뻐요..^^,0
트로트 하면 대성공 장담! 이만큼 애절한 목소리는 없었다. 강추! 트로트 불러줘~제발,0
저러다정들고 정들다사귀는거아녀?ㅎㅎㅎ,0
옳소!,0
빨리 개정되야합니다.내 재산의 거의1%를 수수료로 줘야하는 이유가 없네요.어떤 부동산은 상식이하 서비스로 0.1%만 주고싶네요.가만히 앉아서 쉽게 돈버는 사람들..부럽다..,0
저 애기들은 평생 애일까 님들은 평생 젊을 것 같습니까,0
누군지 밝히면?? 그 멤버도 피해자예요. 누가 조작해달라고 했습니까? 위에서 다 조작해놓고 지금 활동 끝난지가 언젠데 이제와서 이러고 있으니 지금 모두 피해자라고요. 왜 화살이 멤버들한테 가나요 (동의합니다),0
설리엄마는 최자에게 고맙다고 말했는데 그걸 mbc가 편집한겁니다.,0
시즌2 가즈아!!!,0
반전있을듯 김혜나는살아있다.,0
ㅋㅋ정말 다 짱,0
막 시작하는 어린애 공개연예로 이미지 나락가게 만든건 팩트다 특히 공개적으로 성적인 어그로 끄는 놈들은 반드시 걸러라,0
마지막짤 7명이 빅딜의 시작점인듯 .아 왜 7명이냐고? 이건우 눈 마주친애 아직도 안놓음,0
잘될거야 엠씨몽 노래는 항상 좋았는데 ...,0
오빠 언제나 늘 강성훈만 응원할게요,0
엥 이쁜데? 달라보인다ㅋㅋ 외모로는 이미 배우지,0
라면 맛있게 먹는걸로는 누구에게도 안 질거라는 강본좌,0
오창석 이채은 너무 잘어울려요. 영원하시길. 너무 비쥬얼. 이뽀요 둘이 완죤 잘 어울려요 ㅎㅎ,0
송지효 김종국 양세칠이 심각하게 하차고려해야할듯...나머진 다 재밌는데 분위기다운시키는 저사람들 문제,0
차예련 정말 예쁘다고 생각했는데 미우새에 나온거보니까 머리스타일 문제인지; 드라마에서 봤던 내가 아는모습과 뭔가 묘하게 덜 이뻐보이는것 같던데,0
응원해요.~요즘 안재현소속사가 혜선씨 소식 올라올까봐 제일 불안하겠네요,0
세상에 둘도 없는 예쁜 커플,0
박나래 옷입는 센스도 요리 맛깔나게 하는 것도 최고다 부러워^^,0
배우들연기찰지네요 연출도 좋아요 잘보고있습니다,0
넌 도대체 누구냐,0
기안84님 창작의 자유에 흔들리지마세요.응원합니다,0
했다에 내손모가지를 걸지!한게 나쁜거냐?!거짓말하는게 나쁘지!,0
소재 아이디어는 좋으나 단편에 강한 스토리를 두시간으로 늘려야하니 좀 루즈하기도하도 그림의 움직임이 좀 부자연스럽고...웹툰으로 본 그 특유의 감동은 없음,0
신민아씨 본명이 양민아지요?,0
솔까 수지가 더 잘하지 않냐,0
댓글수보니 재밌는대 득달같이달려드는 수준인대?,0
과거는과거일뿐.. 노래너무좋아요~ 힘내세요,0
서로 마주보고만 있어도 좋겠다~ 눈앞에 김소연이~눈앞에 이상우가 있으니,0
당연한걸 기사를 쓰나. 우리도 욕했으니 재들도 할만하지 머 ㅋㅋ,0
예상했던 결말...,0
저희남편은 별로라했지만 저는 재밌었어요 근데 자녀들데리고 볼 애니영화는 아닌듯합니다가슴도 다 노출되구요 생각보다 수위높습니다,0
서일병도 실명 다 까야지..,0
맞다. 현기욕하는애들 이해안간다. 국산차 정말좋다. As도 잘돼고 빠르다. 수입차 그냥 그런거 탈빠엔 국산고급차탄다. 수입차도 싼거 끌면서 수입차라고 뻐기는거보면 그냥 웃겨 ㅋㅋ 그건 이미 옛날말이야 ㅋㅋㅋㄱㅋㅋ,0
악 해피엔딩 가자구,0
두분의 사랑 응원합니다!예쁜 사랑하세요~~~^^,0
성현아 이뻐나의 성장기 여신이였어까지마셈~!!!,0
김태희가 좋은이유중하나가 엄청털털하다고 하더라 성격이 남동생잇어서그런지몰라도.,0
영어카페 하시는 분이구나 축하드려요,0
에휴.....중간 중간 웃겨주기는 하는데 너무 늘어짐. 배우들이 연기를 너무 잘해서 보고는 있는데 어째 점점 흥미가 떨어짐 오늘꺼 내용 진전도 없고 그냥 그랬는데 많이들 좋아하네 ㅋㅋㅋ,0
기자님 이성재요???육인데,0
눈알 오페라만 기억에 남는다,0
제네시스 G80 GV80을 비롯해 팰리세이드 창틀에서 걸레냄새 나는 이슈에 대해서 기사를 쓰지 그러세요,0
참 쉽죠잉~~ 따라해서 꼭 먹어봐야겠네요~~,0
웹툰 안보고 봐서 그런㉮ 재밌당,0
관련 군법 개정될 듯. 추미애가 법무장관에서 국방부 장관까지 겸직할 듯...참 나라 꼴이...,0
아 진짜 승리 말재간 어쩌까 ㅋㅋ매력덩어리,0
키스는 몇 화 남았나요?,0
댓글보니 빌게이츠 백신 다 알고있구나..ㅋㅋ음모론이든 아니든 음모론도 뭔가 있으니 나오는거지 베리칩심으려고 수작부리는구나..우한연구소 지원한이유가있다,0
아프면 병원가야지.. 그냥 아파서 누워있다는 건 신뢰가 좀 안감,0
근데 군인은22시이후 외출 불가능아니냐? 군법아님?,0
연예인2세 해도 됄듯 이목구비하고 똘망똘망한게 크면 여자한테 인기 겁나게 많을듯.....,0
서유리가 아깝다,0
그냥 이렇게 된 이상 바이나인 데뷔가 답이다,0
진짜로 러시아든 어디든 나와주기만 하는 바램이다,0
재미를 위해 n회차 관람하는게 아니라이해를 위해 n회차 관람하는게 일반적인건가?? ㅋㅋ 놀란빠왜이리많냐,0
축하드려요~ 몸조리 잘하셔요!!!❤️,0
모든 장면장면이 어이없음 ㅋㅋ ㅠㅠ 최고의 명대사 힘빠진 참말로 미안타 ..,0
이제백만 손익넘기기에는 힘들겠다,0
고소영은 네임벨류에비해 아우라가 없는듯.. 김태희전지현 하다못해 하지원도 수지를 일반인화 시키던데.. 저 사진만보면 제니랑 왼쪽있는애가 더 예쁘네,0
근대 불법이거알면서 방송에 내보내쓸까?이슈될꺼뻔한대? 음 머지,0
1프로도안되는데...10억짜리집사면서~~~,0
뷔페값 내셨나,0
2만원 주고 생색내고 5배이상 걷어갈거면서~조삼모사 정책으로 국민을 농락하고 있다,0
연기는 몰라도 비주얼은 정말 잘어울림 예쁘고 멋졌음 세자빈이랑 무연,0
배꼽보고 어떻게 맞춰요ㅋㅋ,0
그 가격에 팔면 뭐 잘한 장사도 아니라고 본다.,0
이젠또 최자묻을려고 시동거네 ㅋㅋ,0
이딴 프로를..지들만의 리그 니들끼리 그냥 해라,0
과거 마지막 승부에서도 농구못하는 손지창이 주인공이라 너무 어색했음. 박형준은 정말 잘했음. 당시 중대 동호회 농구 주전이었음,0
김고은 기사 속 사진보고 왔는데.. . 훨씬 아름다우심 ^^,0
이혼즈음해서 둘 다 엄청 예뻐졌던데? 송중기는 아스달에서 여배우 포함 제일 예뽀 송혜교 최근cf는 보다가 리모컨 떨줌. 와 그냥 여신,0
송중기 아깝다ㅠ,0
이제부터 군생활 재미있게 할수 있겠네~ ㅋ 병가 가자~,0
저번주부터 안 본 보람이 있군 ㅋ 문식이 장면만 찾아보면 그걸로 만족. ㅋㅋ,0
탁재훈이나오면 좋을듯,0
여기가 인성 문제있어?의 성지인가요?,0
한국 서열 3위 방탄이 이정도면 엑소 워너원 미국 진출하면 진짜 난리나겠다 ㄷㄷ,0
유포킴 구속 가즈아~~,0
여자들 진짜 질투 개쩌넼ㅋㅋ,0
미스터선샤인 보다 더 재밌다.,0
분열시키려는 선동 기사 아닌가,0
웹툰보다 더 재밌었던 거 같아요 ㅎㅎ,0
한두번한게아니고 상습도박이라고 기사뜨던데 자진하차가 답이다,0
뭐가 핀란드지? 한국이구만,0
백지영씨 많이 힘든가보네요......,0
방부제를 먹나......,0
신지언니식대로 하시길♥,0
우승후보는 나플라랑 디아크지디아크 과소평가하지마라 ㅈㄴ잘한다,0
마닷 별론데 ㅋㅋ 나중에 보면 안다,0
yg 이사지만 저 사람은 좋은 사람일 수도 있겠지. 확실한 건 잠잠하다가 소속사 이미지 바닥치니까 계속 여기저기 나오고 기사 뜨는 건 기분탓이 아닐걸. 그런건 별로임.,0
연기잘하는 일본배우인줄 알았는데 대단하세요!,0
내용이 잼없다~~,0
김흥국 불쌍하다 진짜 뭔가 계속 터지는게 일부러 누가 그러는듯,0
민이가 먹방하면 좋겠어요민이 너무 사랑스러워,0
진짜 극강 미모다. 행복하게 잘사세요.,0
듀엣쇼는 케이윌 팀을 위한 거라고 본다. 진짜 너무 아쉬웠다.,0
오빠는 천명훈 ㅋ,0
좀 오글거리는 대사도 박보검 송혜교 담백하게 연기 잘하더라. 설레는거 좋아~,0
흑인들부터 아시아인 비하와 차별을 배워야할듯,0
남자 지갑터내 어쩌내 말많은데 쟤 갤러리아퍼레사는데 한국에서 10위권안에 드는 아파트 20억은 넘는데 무명배우라도 집이 잘사는듯 실물보면 일반인들 명함 못내민다 당시에 나도 잘몰랐는데 어쩌다 본 폭풍의 여자 땜에 겨우 알아본,0
열심히 사는데 예쁘게 봐 주십시다. 악플 그만 다시고.,0
모자 이뻐요^^감자야 까꿍 엄마 잘 돌봐드려,0
볼수록 화나는 기사...이건 통신사돈주기위한거지 국민을위한거냐..2만원.진심 창피하다,0
전화통화만으로도 군복무한것으로 인정 되나요?,0
웬만하면 적은 안만드는게 좋다,0
또 시청률 떨어졋나보네 우효광 카드 꺼내는거보니,0
국민들은 이미 당신을 용서했습니다. 그래도 충분히 자숙하고 재충전하셔서 좋은 작품으로 뵙길 기다리겠습니다.,0
그래도 저정도면 양호한거 같아요ㅎㅎㅎ,0
다른 사람과 다름을 인정해 주면 되는데틀리다고 잣대질 하는 사람들늙닭이니 틀탁이니 기성세대 욕하는 젊은 세대의꼰대질 내가 못하는 걸 하니까 틀리다고,0
샘 오취리 저 사람...인터넷과 유튜브에 한국인들이 무지하고 인종차별한다고 세계 곳곳에 글과 사진 퍼 나르고 한국비하 했습니다..퇴출시켜야 합니다.,0
예전에 서인영이 방송작가들한테 개폭발한건 이유가 있었네,0
"""13일 현대차에 따르면 올 들어 국내 소비자들의 수입차 구매의향률이 3년 만에 하락세를 보였다."" ???	1",0
괜찮다~~음악으로보답해라 힘내고!!!,0
정말 아름 답네요 저도 언젠가 이런 집에서 살수 있을까요 정말 아릅답고 멋진 곳입니다꼭 한번 가보고 싶네요 이런 집이 더 많아 졌으면 좋겠네요,0
장점이뭘까,0
외국에서는 승무원이 하찮고 3D직종이라 기피하는데 한국에서만 유독 승무원이 대단한 직업으로 낙인찍였어,0
부러우면 애 낳아서 키워라~~이기적인 독신자들 많음~~,0
1분전은 못참아서 들어왔습니다. 백대표님,0
선생님 버섯은 씻어라씻지마라 말이많은데 결론좀내려주세요...,0
첫관람이시라면 내용파악은 최소한으로 접어두시고 최대한 많은 장면들과 대사들을 머릿속에 저장해 두세요,0
좋지않은소식이라고 쓸것까진.. 이혼이 뭐라고..,0
추자현이 이렇게연기를잘할줄몰랐다.,0
화사 이번 무대 완전 성공~~~어쩌고해도 다른무대 다짜르고 실검1위 시선집중^^,0
현대차에 돈 먹고 광고하는 기사 같음..,0
오늘날씨도 모르면서 11월을 ㅋㅋㅋ 개웃기네,0
무슨일 있음 엄마가 전화해줄께~~집에 있어봐봐~~,0
명탐정 다야!!!!,0
최지우 남편이 조폭이에요? 왜 다들 주먹주먹하죠?,0
20대 초반에 억단위로 돈을 버니 돈 맛에 취하지 헤롱헤롱,0
유재석 재벌인디,0
최지우씨 임신중인데도 여전히 우아했음 옛날드라마 생각도 나고 여튼웃겼음 ㅋㅋㅋ,0
달수형은 반드시 돌아온다. 진실을 볼줄아는 사람들이 있기 때문이지.,0
축하해요. 공효진은 연기의 신이다,0
